 1.14385104e+01, 1.01909834e+01, 1.07955247e+01, 4.99038711e-01, 3.48795565e-01, 3.44585009e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.71242683e-01, 1.88025807e-01, 2.02156840e-01
 1.14441175e+01, 1.02003176e+01, 1.07955247e+01, 5.03469532e-01, 3.48795565e-01, 3.44585009e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.71242683e-01, 1.88025807e-01, 2.02156840e-01
 1.14441175e+01, 1.02244276e+01, 1.07955247e+01, 5.03469532e-01, 3.48795565e-01, 3.44585009e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.71242683e-01, 1.84843457e-01, 2.02156840e-01
 1.14441175e+01, 1.02244276e+01, 1.07955247e+01, 5.03469532e-01, 3.48795565e-01, 3.48015798e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.73591962e-01, 1.87835618e-01, 2.02156840e-01
 1.14193371e+01, 1.02244276e+01, 1.07737933e+01, 5.03469532e-01, 3.48795565e-01, 3.45035248e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.73591962e-01, 1.87835618e-01, 2.04941382e-01
 1.13750224e+01, 1.02244276e+01, 1.07737933e+01, 5.03469532e-01, 3.53070982e-01, 3.45035248e-01,-2.84469869e-03, 2.46187918e-11,-4.53437524e-05, 1.73591962e-01, 1.88962864e-01, 2.04941382e-01
 1.13750224e+01, 1.02244276e+01, 1.07737933e+01, 5.03469532e-01, 3.53070982e-01, 3.45035248e-01,-4.91328764e-03,-1.23408128e-03,-4.53437524e-05, 1.73172118e-01, 1.90141722e-01, 1.97802240e-01
 1.13750224e+01, 1.02231320e+01, 1.07737933e+01, 5.03469532e-01, 3.53070982e-01, 3.42613898e-01,-4.91328764e-03,-2.14687448e-03,-8.04293044e-04, 1.73172118e-01, 1.90141722e-01, 2.01660622e-01
 1.13750224e+01, 1.02231320e+01, 1.07529087e+01, 5.04829995e-01, 3.65876386e-01, 3.46352659e-01,-4.90906753e-03,-2.14687448e-03,-8.04293044e-04, 1.73172118e-01, 1.86779677e-01, 2.01660622e-01
 1.13750224e+01, 1.03132191e+01, 1.07529087e+01, 5.04829995e-01, 3.65876386e-01, 3.40766367e-01,-5.02930647e-03,-3.50447961e-03,-8.04293044e-04, 1.75973191e-01, 1.86779677e-01, 2.01660622e-01
 1.13750224e+01, 1.02496182e+01, 1.07472330e+01, 5.04829995e-01, 3.65876386e-01, 3.40766367e-01,-5.02930647e-03,-3.50447961e-03,-1.29505406e-03, 1.75973191e-01, 1.86779677e-01, 2.01660622e-01
 1.13801389e+01, 1.01877898e+01, 1.06912698e+01, 5.10676670e-01, 3.66942375e-01, 3.40766367e-01,-5.02930647e-03,-4.52123474e-03,-1.29505406e-03, 1.73557577e-01, 1.86779677e-01, 2.01660622e-01
