"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
10.8370406679407,12.4145454418027,11.5666588829006,5.38514189578422,13.3078587335512,5.86301652272265,0.85686236835478,0.899043727631999,0.860854050344038,10.4797402650565,12.0118225568479,11.4554065961686,7.49491804936745,9.88316311109434,6.20766355244381,0.585513001949249,0.657202359934478,0.807673509339176
10.8370406679407,12.3395481470627,11.4257856427857,5.34850113804796,13.3078587335512,5.8790059946613,0.880886143336674,0.932659074253023,0.933180838501011,10.4797402650565,12.0118225568479,11.444295177509,7.49491804936745,9.89956685258089,6.20766355244381,0.656109970671304,0.657202359934478,0.846287936326164
10.6524752186373,12.3063220012912,11.4298630254522,5.3230182390092,13.2549430048669,5.87521654235243,0.880886143336674,0.922325923352322,0.933180838501011,10.4204903388931,11.896273762788,11.3007026638673,7.49027879904695,9.8917894244283,6.20766355244381,0.671722001640581,0.657202359934478,0.846287936326164
10.5333545770292,12.3063220012912,11.330860456283,5.3265522168125,13.2679293144264,5.87962124230034,0.90770476251857,0.934238127858689,0.933180838501011,10.4204903388931,11.8683298210708,11.3007026638673,7.47307488905611,9.8917894244283,6.18892985626491,0.751914715738832,0.704699883561511,0.912575359503055
10.5040119886037,12.3063220012912,11.330860456283,5.3265522168125,13.2679293144264,5.89588066039754,0.905249726075488,0.971372097245315,0.927925903002074,10.4204903388931,11.8649076325466,11.3007026638673,7.48718107928195,9.8917894244283,6.17908548947646,0.831765413254396,0.703787630022733,0.905624727157752
10.4654707906901,12.2895835869132,11.1834992598378,5.29381876031707,13.2679293144264,5.89588066039754,0.936842520932855,0.990819619491522,0.942112327760751,10.4204903388931,11.7904124867438,11.1390292842601,7.44922337067149,9.89932653742221,6.17908548947646,0.831765413254396,0.764404638162874,0.961759538166518
10.3018744894762,12.2895835869132,11.1834992598378,5.25163664543374,13.2429872028619,5.89588066039754,0.98299057525046,1.01482153442336,0.996083896958373,10.4204903388931,11.7904124867438,11.1122283321812,7.44922337067149,9.9304542710835,6.15015869501869,0.765451858881383,0.788545461669649,0.961759538166518
10.2054853003692,12.2895835869132,11.1834992598378,5.25163664543374,13.2429872028619,5.86635581920399,1.01186906392272,1.01482153442336,1.07081577774626,10.4204903388931,11.692870981749,10.9688399087827,7.44922337067149,9.87299592355975,6.15015869501869,0.798756959732473,0.815974078049366,1.00284884317512
10.0665960516924,12.2895835869132,11.1834992598378,5.21074149233796,13.3004242257967,5.87211046062714,1.0055542304211,1.01406223397038,1.13756605784734,10.4204903388931,11.5507760677383,10.7763503432353,7.41545800978803,9.87299592355975,6.19932749367344,0.77595586277284,0.853715536838109,1.00284884317512
10.0007510529467,12.2239809046105,11.1551923133162,5.21074149233796,13.299102385583,5.85050982664576,1.02380369611066,1.02987125537158,1.13756605784734,10.4263308454508,11.4969607379839,10.6141816062067,7.41711527230637,9.87851276020004,6.16190368869866,0.77595586277284,0.891565123390668,1.00352444246217
