"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0.380159820651246,0.300799950183699,0.399743730993044,0.0861622703325476,0.1573384513089,0.0938082643635624,0.125118827553376,0.0927773632284886,0.157689151694284,0.301903531735499,0.290896542701914,0.397439389640519,0.101862465441968,0.126212514215776,0.0994781743339688,0.166974544249616,0.141077098005675,0.201776950519616
